Nom,Industrie,Siège Social,Site Web,Taille,Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Pays,Code Postal,Profile LinkedIn,Taille/max,Taille/min
SYN.MA,Industrie composants électriques/électroniques,Maroc,http://www.syn.ma,11-50 employés,1998,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/902385,50,11
Dardis,Industrie composants électriques/électroniques,"34 Bd My Slimane
Casablanca
Grand Casablanca
20290
Maroc",http://www.dardis.ma,1-10 employés,,Travailleur indépendant ou profession libérale,34 Bd My Slimane,,Casablanca,Grand Casablanca,Maroc,20290,https://www.linkedin.com/company/3024999,10,1
DBM Maroc - ACCENT,Industrie composants électriques/électroniques,"181, zone ind. Sud-Ouest 28810 Mohammedia, Maroc
181, zone ind. Sud-Ouest
Mohammedia
Mohammedia
28810
Maroc",http://www.accent.ma/,201-500 employés,1992,Entreprise individuelle,"181, zone ind. Sud-Ouest 28810 Mohammedia, Maroc","181, zone ind. Sud-Ouest",Mohammedia,Mohammedia,Maroc,28810,https://www.linkedin.com/company/9451235,500,201
IPOLIS S.A.R.L,Industrie composants électriques/électroniques,"3, rue Errommane
tanger
90090
Maroc",http://www.ipolis.ma,1-10 employés,1992,Société à responsabilité limitée (SRL),"3, rue Errommane",,tanger,,Maroc,90090,https://www.linkedin.com/company/2775167,10,1
ELECTROFOURNITURE sarl,Industrie composants électriques/électroniques,"Tanger
90000
Maroc",http://www.electrofourniture.com,1-10 employés,,Société à responsabilité limitée (SRL),,,Tanger,,Maroc,90000,https://www.linkedin.com/company/920698,10,1
Lux Lighting,Industrie composants électriques/électroniques,"ZI Moulay Rachid Lot 4 Rue 5 N° 12
Casablanca
Maroc",http://www.luxlighting.ma,11-50 employés,2012,Société à responsabilité limitée (SRL),ZI Moulay Rachid Lot 4 Rue 5 N° 12,,Casablanca,,Maroc,,https://www.linkedin.com/company/3145987,50,11
LEXIS Engineering Systems,Industrie composants électriques/électroniques,"34, Bd Moulay Slimane
Casablanca
20290
Maroc",http://www.lexis.ma,11-50 employés,2012,Société de personnes (associés),"34, Bd Moulay Slimane",,Casablanca,,Maroc,20290,https://www.linkedin.com/company/5285246,50,11
ELECTRIMAR Sarl,Industrie composants électriques/électroniques,"Lot 23, Zone Industrielle Ouled Saleh
Casablanca
Bouskoura, Province de Nouceur
27182
Maroc",http://.,11-50 employés,,Société à responsabilité limitée (SRL),"Lot 23, Zone Industrielle Ouled Saleh",,Casablanca,"Bouskoura, Province de Nouceur",Maroc,27182,https://www.linkedin.com/company/2535259,50,11
HIGHTEC GENERAL Electricité MT/BT & Courant faible,Industrie composants électriques/électroniques,"181, Bd Moulay Ismail, Res Al Ismailia 1er Etage Appt 101
casablanca
Maroc",http://www.hightec.ma,11-50 employés,2007,Société à responsabilité limitée (SRL),"181, Bd Moulay Ismail, Res Al Ismailia 1er Etage Appt 101",,casablanca,,Maroc,,https://www.linkedin.com/company/3524619,50,11
Casablanca Electronics Manufacturing,Industrie composants électriques/électroniques,"lot 76 Zone Industrielle Sud-Ouest
MOHAMMEDIA
28800
Maroc",http://www.viadeo.com/fr/company/casablanca-electronics-manufacturing,11-50 employés,2011,Société à responsabilité limitée (SRL),lot 76 Zone Industrielle Sud-Ouest,,MOHAMMEDIA,,Maroc,28800,https://www.linkedin.com/company/5065087,50,11
AUTELEC,Industrie composants électriques/électroniques,"LOTIS RAHMANI RUE 4 N 22
Sidi Moumen
Casablanca
20400
Maroc",http://www.autelec.ma,11-50 employés,2010,Société à responsabilité limitée (SRL),LOTIS RAHMANI RUE 4 N 22,Sidi Moumen,Casablanca,,Maroc,20400,https://www.linkedin.com/company/9235485,50,11
IMACAB,Industrie composants électriques/électroniques,"20400
Maroc",http://www.imacab.ma,201-500 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20400,https://www.linkedin.com/company/587867,500,201
FABRILEC,Industrie composants électriques/électroniques,Maroc,http://www.fabrilec.ma,51-200 employés,,Société de personnes (associés),,,,,Maroc,,https://www.linkedin.com/company/761127,200,51
CENTRELEC Maroc,Industrie composants électriques/électroniques,"34 BD MOULAY SLIMANE
Casablanca
Grand Casablanca
20290
Maroc",http://www.centrelec.ma,201-500 employés,1979,Société de personnes (associés),34 BD MOULAY SLIMANE,,Casablanca,Grand Casablanca,Maroc,20290,https://www.linkedin.com/company/2366503,500,201
Flash Product,Industrie du cinéma,"10106
Maroc",http://www.flash-product.net,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,10106,https://www.linkedin.com/company/631620,10,1
MOONDUST PRODUCTIONS,Industrie du cinéma,Maroc,http://www.moondustfilms.com,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/956826,10,1
G2 Cinetech,Industrie du cinéma,"56 Fourat Str. - Maarif
Casablanca
Maroc",http://www.g2cinetech.com,1-10 employés,2009,Société à responsabilité limitée (SRL),56 Fourat Str. - Maarif,,Casablanca,,Maroc,,https://www.linkedin.com/company/2105170,10,1
Institut Spécialisé du Cinéma et de l’Audiovisuel - ISCA,Industrie du cinéma,"Rabat
Rabat
Maroc",http://www.isca.ac.ma,1-10 employés,2002,Établissement éducatif,Rabat,,Rabat,,Maroc,,https://www.linkedin.com/company/2785573,10,1
Mahal films,Industrie du cinéma,"Lot. Izdihar, Nº 155, Op. Quadissia, Tranche 4, Bloc C, Imm D, Appt Nº4, Route de Safi
Marrakech
40000
Maroc",http://www.mahalfilms.com,1-10 employés,2008,Société à responsabilité limitée (SRL),"Lot. Izdihar, Nº 155, Op. Quadissia, Tranche 4, Bloc C, Imm D, Appt Nº4, Route de Safi",,Marrakech,,Maroc,40000,https://www.linkedin.com/company/2192465,10,1
SandMan Pictures,Industrie du cinéma,"Lot Adrar Targa
Marrakech
Maroc",http://sandman-pictures.com/fr/,1-10 employés,2012,Société à responsabilité limitée (SRL),Lot Adrar Targa,,Marrakech,,Maroc,,https://www.linkedin.com/company/4977955,10,1
Dronadaire,Industrie du cinéma,"Immeuble Liberté
1, Place Lemaigre Dubreuil
Casablanca
20120
Maroc",http://www.dronadaire.com,1-10 employés,2014,Société à responsabilité limitée (SRL),Immeuble Liberté,"1, Place Lemaigre Dubreuil",Casablanca,,Maroc,20120,https://www.linkedin.com/company/5162869,10,1
Plug-in,Industrie du cinéma,"Résidence Arsa 20, Arsat Lekbir
Maarif Extension
Casablanca
20380
Maroc",http://www.studio-plug.com,51-200 employés,2007,Société à responsabilité limitée (SRL),"Résidence Arsa 20, Arsat Lekbir",Maarif Extension,Casablanca,,Maroc,20380,https://www.linkedin.com/company/130888,200,51
L'EXPRIMEUR,"Imprimerie, reproduction","156, Boulevard ZIraoui
Casablanca
20020
Maroc",http://www.lexprimeur.com,1-10 employés,2015,Société à responsabilité limitée (SRL),"156, Boulevard ZIraoui",,Casablanca,,Maroc,20020,https://www.linkedin.com/company/10475946,10,1
GERGONNE MAROC,Industrie automobile,"BIR RAMI, Lot N°3
Quartier Industriel
Kénitra
14090
Maroc",http://www.gergonne.com/,11-50 employés,2013,Société de personnes (associés),"BIR RAMI, Lot N°3",Quartier Industriel,Kénitra,,Maroc,14090,https://www.linkedin.com/company/10425912,50,11
BARDAHL MAGHREB,Industrie automobile,"107 Rue Emir Abdelkader
Casablanca
20300
Maroc",http://www.bardahl.ma,11-50 employés,1953,Société à responsabilité limitée (SRL),107 Rue Emir Abdelkader,,Casablanca,,Maroc,20300,https://www.linkedin.com/company/10359718,50,11
EcoDynamX,Industrie automobile,"KM 19 Route Azemour
Casablanca
Casablanca
20220
Maroc",http://www.ecodynamx.com,1-10 employés,2013,Entreprise individuelle,KM 19 Route Azemour,,Casablanca,Casablanca,Maroc,20220,https://www.linkedin.com/company/3039517,10,1
INOTECHA,Industrie automobile,"Rue Nr 4
Lot 771 Z.I d´Ait Melloul
Ait Melloul
AGADIR
80152
Maroc",http://www.inotecha.com,11-50 employés,2008,Société à responsabilité limitée (SRL),Rue Nr 4,Lot 771 Z.I d´Ait Melloul,Ait Melloul,AGADIR,Maroc,80152,https://www.linkedin.com/company/6407285,50,11
Super Auto Distribution,Industrie automobile,"Lot 38, Vita Route de Casablanca
Rabat
Maroc",http://www.superauto.ma,51-200 employés,1992,Société à responsabilité limitée (SRL),"Lot 38, Vita Route de Casablanca",,Rabat,,Maroc,,https://www.linkedin.com/company/10209525,200,51
Baldwin Filters Morocco / SINFA,Industrie automobile,"Route de Ben SlimaneZ.I. Moulay Rachid 20 470 Casablanca, Morocco
Casablanca
20 470
Maroc",http://www.sinfafilters.com/,51-200 employés,1981,Société cotée en bourse,"Route de Ben SlimaneZ.I. Moulay Rachid 20 470 Casablanca, Morocco",,Casablanca,,Maroc,20 470,https://www.linkedin.com/company/10098582,200,51
Repar Pro,Industrie automobile,"Km 10.6 - Route côtière Casa-Mohamedia
Quartier industriel Ain Sebaa – Bernoussi
Casablanca
Maroc",http://www.reparpro.com,1-10 employés,2013,Société à responsabilité limitée (SRL),Km 10.6 - Route côtière Casa-Mohamedia,Quartier industriel Ain Sebaa – Bernoussi,Casablanca,,Maroc,,https://www.linkedin.com/company/5145698,10,1
Auto Connexion,Industrie automobile,"Boulevard Attaka
Ain Sebaa
Casablanca
Maroc",http://www.autoconnexion.ma,11-50 employés,2012,Société à responsabilité limitée (SRL),Boulevard Attaka,Ain Sebaa,Casablanca,,Maroc,,https://www.linkedin.com/company/2875281,50,11
RG PUB,"Imprimerie, reproduction","299-301, Bd Oued Daoura El Oulfa
Casablanca
Grand Casablanca
Maroc",http://rgpub.com,11-50 employés,,Société à responsabilité limitée (SRL),"299-301, Bd Oued Daoura El Oulfa",,Casablanca,Grand Casablanca,Maroc,,https://www.linkedin.com/company/9254308,50,11
Société Nouvelle Imprimerie Lopes,"Imprimerie, reproduction","28-30 RUE SAAD BEN ABI OUAKKAS
CASABLANCA
Maroc",http://imprimerielopes.com,11-50 employés,1980,Entreprise individuelle,28-30 RUE SAAD BEN ABI OUAKKAS,,CASABLANCA,,Maroc,,https://www.linkedin.com/company/10161384,50,11
MondeGraphic,"Imprimerie, reproduction","Sidi Lkhadir Rue 40 N°17 Hay Hassani Casablanca
240 Lot Bouakaz Marrakech
Casablanca;Marrakech
Maroc",http://www.mondegraphic.com,1-10 employés,,Société à responsabilité limitée (SRL),Sidi Lkhadir Rue 40 N°17 Hay Hassani Casablanca,240 Lot Bouakaz Marrakech,Casablanca;Marrakech,,Maroc,,https://www.linkedin.com/company/10257696,10,1
DIGITAS Maroc,"Imprimerie, reproduction","Angle rue Abdelkrim Raisse et 9 Juillet - France ville
Casablanca
20390
Maroc",http://www.digitas.ma,1-10 employés,,Société à responsabilité limitée (SRL),Angle rue Abdelkrim Raisse et 9 Juillet - France ville,,Casablanca,,Maroc,20390,https://www.linkedin.com/company/10024760,10,1
SOMADI - Société Marocaine d'Impression,"Imprimerie, reproduction","9, allée des Orchidées (Beausite)
Ain Sebaa
Casablanca
20250
Maroc",http:///,51-200 employés,1960,Société à responsabilité limitée (SRL),"9, allée des Orchidées (Beausite)",,Ain Sebaa,Casablanca,Maroc,20250,https://www.linkedin.com/company/9506720,200,51
DIRECTPRINT,"Imprimerie, reproduction",Maroc,http://www.directprint.ma,51-200 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/697971,200,51
TYPO EDIT SARL,"Imprimerie, reproduction","10100
Maroc",http://www.typoedit.com,51-200 employés,1993,Société à responsabilité limitée (SRL),,,,,Maroc,10100,https://www.linkedin.com/company/1056001,200,51
Alpha Print Maroc,"Imprimerie, reproduction","47. Rue Omar Slaoui. Mers Sultan.
Casablanca
Grand Casablanca
20490
Maroc",http://www.alphaprintmaroc.com,11-50 employés,1997,Société à responsabilité limitée (SRL),47. Rue Omar Slaoui. Mers Sultan.,,Casablanca,Grand Casablanca,Maroc,20490,https://www.linkedin.com/company/2980736,50,11
Soriac Caetano,Industrie automobile,Maroc,http://www.caetanobus.pt,51-200 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/1059992,200,51
TriAtlas Motors,Industrie automobile,"Tri Atlas Motors
No 77 Z.I. Sidi Ghanem
Marrakech
40000
Maroc",http://www.triatlasmotors.com,11-50 employés,2007,Société à responsabilité limitée (SRL),Tri Atlas Motors,No 77 Z.I. Sidi Ghanem,Marrakech,,Maroc,40000,https://www.linkedin.com/company/1486123,50,11
STANDARD AUTO ACCESSOIRES,Industrie automobile,"149 RUE MOHAMED SMIHA
CASABLANCA
Centre Ville
20000
Maroc",http://www.saa.ma,51-200 employés,1929,Société cotée en bourse,149 RUE MOHAMED SMIHA,,CASABLANCA,Centre Ville,Maroc,20000,https://www.linkedin.com/company/2840444,200,51
MARIBAT,Industrie automobile,"704 Parc Industriel SAPINO
Nouaceur
Casablanca
20000
Maroc",http://www.maribat.ma,201-500 employés,2011,Société à responsabilité limitée (SRL),704 Parc Industriel SAPINO,,Nouaceur,Casablanca,Maroc,20000,https://www.linkedin.com/company/5075522,500,201
Coficab Maroc S.A.,Industrie automobile,"tanger Zone Franche d'exportationde, Tanger 90000, Maroc
Tangier
Tangier-Tetouan
90000
Maroc",http://www.coficab.com,201-500 employés,2001,Travailleur indépendant ou profession libérale,"tanger Zone Franche d'exportationde, Tanger 90000, Maroc",,Tangier,Tangier-Tetouan,Maroc,90000,https://www.linkedin.com/company/6277868,500,201
Hyundai Maroc,Industrie automobile,"Résidence Rio, Bd Sidi Abderrahmane - Ain Diab - Casablanca Maroc
Casablanca
Maroc",http://www.hyundai.ma/,201-500 employés,2000,Société à responsabilité limitée (SRL),"Résidence Rio, Bd Sidi Abderrahmane - Ain Diab - Casablanca Maroc",,Casablanca,,Maroc,,https://www.linkedin.com/company/5138958,500,201
IFMIA Kenitra,Industrie automobile,"Atlantic Free Zone
Kénitra
Maroc",http://www.ifmia-kenitra.com,11-50 employés,2011,Établissement éducatif,Atlantic Free Zone,,Kénitra,,Maroc,,https://www.linkedin.com/company/2457785,50,11
SEBN-MA,Industrie automobile,"Lot 32- Zone Franche Tanger
Tanger
Maroc",http://www.sebn-ma.com,5 001-10 000 employés,2001,Société à responsabilité limitée (SRL),Lot 32- Zone Franche Tanger,,Tanger,,Maroc,,https://www.linkedin.com/company/2823121,0,5
Centrale Automobile Chérifienne (CAC),Industrie automobile,"66, boulevard Moulay Slimane
Ain Sebaa
Casablanca
20290
Maroc",http://www.volkswagen.ma,201-500 employés,1929,Société de personnes (associés),"66, boulevard Moulay Slimane",Ain Sebaa,Casablanca,,Maroc,20290,https://www.linkedin.com/company/5153552,500,201
Toyota Du Maroc,Industrie automobile,"Route Côtière 111 Km 11.5
QI Sidi Bernoussi - Zenata
Casablanca
20200
Maroc",http://www.toyota.co.ma,201-500 employés,1996,Société à responsabilité limitée (SRL),Route Côtière 111 Km 11.5,QI Sidi Bernoussi - Zenata,Casablanca,,Maroc,20200,https://www.linkedin.com/company/1291349,500,201
locaux-industriels.com,Immobilier commercial,"2 rue Essanouber
Casablanca
20130
Maroc",http://locaux-industriels.com/,1-10 employés,2012,Société à responsabilité limitée (SRL),2 rue Essanouber,,Casablanca,,Maroc,20130,https://www.linkedin.com/company/10298300,10,1
Via Groupe Sarl,Import et export,"Rue Ibn Marhal , Residence Saada , 3 eme Etage , No :6 Tanger/Morocco
Tanger
90000
Maroc",http://www.viagroupesarl.com,1-10 employés,2014,Société de personnes (associés),"Rue Ibn Marhal , Residence Saada , 3 eme Etage , No :6 Tanger/Morocco",,Tanger,,Maroc,90000,https://www.linkedin.com/company/10342823,10,1
Global Flex Plus,Import et export,"Rue Soumaya Résidence Shehrazade 3 / 5éme étage n°22 Palmiers
Casablanca
Maroc",http://gflexplus.com,Moi uniquement,2013,Société à responsabilité limitée (SRL),Rue Soumaya Résidence Shehrazade 3 / 5éme étage n°22 Palmiers,,Casablanca,,Maroc,,https://www.linkedin.com/company/10351896,,
BL Agri,Import et export,"42 Bloc E1 Imm. Tifaouine
Angle Av. Al Mouquaouama et Av. Oued Ziz Q.I
Agadir
Agadir
80020
Maroc",http://www.bl-agri.com,11-50 employés,2011,Société à responsabilité limitée (SRL),42 Bloc E1 Imm. Tifaouine,Angle Av. Al Mouquaouama et Av. Oued Ziz Q.I,Agadir,Agadir,Maroc,80020,https://www.linkedin.com/company/9733528,50,11
MAHD GREEN BUSINESS,Import et export,"Rés. Assakane Al Anik, Imm. 403, Appt. 16 Quartier El Omariya, Ain Chock
Casablanca
Casablanca
Maroc",http://www.mahdgreenbusiness.com,1-10 employés,2015,Société à responsabilité limitée (SRL),"Rés. Assakane Al Anik, Imm. 403, Appt. 16 Quartier El Omariya, Ain Chock",,Casablanca,Casablanca,Maroc,,https://www.linkedin.com/company/10273008,10,1
SendCheap.net,Import et export,"6, Rue Dayet Aoua, 4ème Etage, Appt 16, Agdal
Rabat
10000
Maroc",http://www.sendcheap.net,1-10 employés,2015,Société à responsabilité limitée (SRL),"6, Rue Dayet Aoua, 4ème Etage, Appt 16, Agdal",,Rabat,,Maroc,10000,https://www.linkedin.com/company/9285811,10,1
A&M Intercommodity,Import et export,"10000
Maroc",http://www.amintercommodity.ma,1-10 employés,,Société de personnes (associés),,,,,Maroc,10000,https://www.linkedin.com/company/288141,10,1
Négoce International et Service,Import et export,"23 bd oukba ibn nafii hay mohammadi
casablanca
20000
Maroc",http://www.negoceinternationaletservices.com,1-10 employés,2015,Société à responsabilité limitée (SRL),23 bd oukba ibn nafii hay mohammadi,,casablanca,,Maroc,20000,https://www.linkedin.com/company/10041560,10,1
Akanil,Import et export,"casablanca- rue rahal miskini
casablanca
Maroc",http://www.akanil.com,11-50 employés,2014,Société à responsabilité limitée (SRL),casablanca- rue rahal miskini,,casablanca,,Maroc,,https://www.linkedin.com/company/4862138,50,11
TRADE LINK AFRICA,Import et export,"N7, Platform 2 Tanger Free Zone Ksar Al Majaz
TANGER
TANGER
Maroc",http://www.tradelinkafrica.net/,11-50 employés,,Société cotée en bourse,"N7, Platform 2 Tanger Free Zone Ksar Al Majaz",,TANGER,TANGER,Maroc,,https://www.linkedin.com/company/5291059,50,11
STREET BRIDGE COMMUNICATION,Immobilier commercial,"Gueliz Imm Harmonie
Marrakech
Marrakech
40000
Maroc",http://join@streetbridge.net,1-10 employés,2009,Société à responsabilité limitée (SRL),Gueliz Imm Harmonie,,Marrakech,Marrakech,Maroc,40000,https://www.linkedin.com/company/5081946,10,1
casacible,Immobilier commercial,"20100
Maroc",http://www.casacible.com,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20100,https://www.linkedin.com/company/759332,10,1
TECHNOPOLIS - Morocco,Immobilier commercial,"Rocade de Rabat Salé
11 100
Sala El Jadida - Salé
Maroc",http://www.technopolis.ma/en/,11-50 employés,,Société cotée en bourse,Rocade de Rabat Salé,11 100,Sala El Jadida - Salé,,Maroc,,https://www.linkedin.com/company/9435241,50,11
riad luxe design,Immobilier commercial,"medina
marrakech
Marrakech
40000
Maroc",http://www.riadluxedesign.com/,Moi uniquement,,Société à responsabilité limitée (SRL),medina,,marrakech,Marrakech,Maroc,40000,https://www.linkedin.com/company/979834,,
SCONSULTING MAROC,Immobilier commercial,"22 rue sergent levet
Marrakech
Marrakech tensift haouz
40 000
Maroc",http://www.sconsulting.ma,1-10 employés,2012,Société à responsabilité limitée (SRL),22 rue sergent levet,,Marrakech,Marrakech tensift haouz,Maroc,40 000,https://www.linkedin.com/company/2911098,10,1
objectifs.ma,Immobilier commercial,"Bd Zerktouni
Casablanca
Maroc",http://www.objectifs.ma,1-10 employés,2009,Société à responsabilité limitée (SRL),Bd Zerktouni,,Casablanca,,Maroc,,https://www.linkedin.com/company/3141776,10,1
We Love Morocco,Import et export,Maroc,http://www.welovemorocco.ma,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/402993,50,11
Sup Modeleur sarl,Import et export,"Lot Yasmine résid les Lys N° 6
La colline Anfa
Mohammedia
Casablanca
28820
Maroc",http://www.supmodeleur.com,11-50 employés,2011,Société à responsabilité limitée (SRL),Lot Yasmine résid les Lys N° 6,La colline Anfa,Mohammedia,Casablanca,Maroc,28820,https://www.linkedin.com/company/2561697,50,11
WaystoCap,Import et export,"131 Boulevard d'Anfa
Casablanca
Maroc",http://www.waystocap.com,1-10 employés,,Société à responsabilité limitée (SRL),131 Boulevard d'Anfa,,Casablanca,,Maroc,,https://www.linkedin.com/company/2132636,10,1
"Perseida International Consulting, S.L.",Import et export,"Rue Imam Al Assili
Immeuble Atakafoul, 3ème étage N° 18
Tanger
90000
Maroc",http://www.perseida.eu,1-10 employés,2010,Société à responsabilité limitée (SRL),Rue Imam Al Assili,"Immeuble Atakafoul, 3ème étage N° 18",Tanger,,Maroc,90000,https://www.linkedin.com/company/2353742,10,1
Made In Morocco,Import et export,"4 bis Rue Najib Mahfoud
Quartier Gauthier
Casablanca
Anfa
20 060
Maroc",http://www.made-in-morocco.ma,501-1 000 employés,2013,Société de personnes (associés),4 bis Rue Najib Mahfoud,Quartier Gauthier,Casablanca,Anfa,Maroc,20 060,https://www.linkedin.com/company/5321213,0,501
prive.ma,Import et export,"Romandie 1
Casablanca
20000
Maroc",http://www.prive.ma,1-10 employés,,Société à responsabilité limitée (SRL),Romandie 1,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/3245578,10,1
SMI Company,Import et export,"144 Rue Med Smiha Res Jawharate Med Smiha 6ème étage App 35 Anfa 20000 Casablanca
Casablanca
Grand Casablanca
Maroc",http://www.smicompany.ma,11-50 employés,,Société à responsabilité limitée (SRL),144 Rue Med Smiha Res Jawharate Med Smiha 6ème étage App 35 Anfa 20000 Casablanca,,Casablanca,Grand Casablanca,Maroc,,https://www.linkedin.com/company/10003583,50,11
"Cámara Española de Comercio, Navegación e Industria de Casablanca",Import et export,"33, Rue Faidi Khalifa (Ex. Lafayette)
Casablanca
Maroc",http://www.camacoescasablanca.com/,1001-5 000 employés,1951,Société de personnes (associés),"33, Rue Faidi Khalifa (Ex. Lafayette)",,Casablanca,,Maroc,,https://www.linkedin.com/company/4983653,0,1001
AmCham-Morocco,Import et export,"67, boulevard Massira Al Khadra, Third Floor, Apt. 6
Casablanca
Maroc",http://www.amcham-morocco.com/,1-10 employés,1966,Non lucratif,"67, boulevard Massira Al Khadra, Third Floor, Apt. 6",,Casablanca,,Maroc,,https://www.linkedin.com/company/3279774,10,1
WIAME IMPORT EXPORT,Import et export,"12 Rue Ouad al jawaher
Narjiss C
Fes
30070
Maroc",http://www.wimex.ma,1-10 employés,,Société de personnes (associés),12 Rue Ouad al jawaher,Narjiss C,Fes,,Maroc,30070,https://www.linkedin.com/company/859752,10,1
Fondation Zakoura,Humanitaire,"131, Boulevard d'Anfa
3e et 4e étages
Casablanca
20000
Maroc",http://www.fondationzakoura.org,51-200 employés,1997,Non lucratif,"131, Boulevard d'Anfa",3e et 4e étages,Casablanca,,Maroc,20000,https://www.linkedin.com/company/5155809,200,51
IMMOGESSY IMMOBILIER Group,Immobilier,"23 RUE TAHA HOUCINE
EX GALILEE GAUTHIER
CASABLANCA
20060
Maroc",http://www.immogessy.com,1-10 employés,2004,Société à responsabilité limitée (SRL),23 RUE TAHA HOUCINE,EX GALILEE GAUTHIER,CASABLANCA,,Maroc,20060,https://www.linkedin.com/company/1253561,10,1
Batistanding Sarl,Immobilier,Maroc,http://www.batistanding.ma,51-200 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/995364,200,51
Sigma Properties International Real Estate Hunters,Immobilier,"Bd Med VI, Résidence Hivernage
Marrakech
40 000
Maroc",http://www.sigma-pro.com/,1-10 employés,2012,Société à responsabilité limitée (SRL),"Bd Med VI, Résidence Hivernage",,Marrakech,,Maroc,40 000,https://www.linkedin.com/company/10314676,10,1
Workspot Maroc,Immobilier,"12 Rue El Oraibi Jilali
- Avenue des F.A.R.
Casablanca
20000
Maroc",https://www.workspot.ma/,1-10 employés,2015,Société à responsabilité limitée (SRL),12 Rue El Oraibi Jilali,- Avenue des F.A.R.,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10474809,10,1
Mudi Services Immobiliers,Immobilier,"22 Rue Rouissi angle Route El Jadida Résidence Houssam 5ème étage bureau n°12
Casablanca
20200
Maroc",http://www.mudi.ma,11-50 employés,2012,Société à responsabilité limitée (SRL),22 Rue Rouissi angle Route El Jadida Résidence Houssam 5ème étage bureau n°12,,Casablanca,,Maroc,20200,https://www.linkedin.com/company/10230108,50,11
Cabo Sand Immobilier,Immobilier,"Résidence Mangle, 184
Cabo Negro
Martil
93150
Maroc",http://www.caboimmo.com,1-10 employés,2010,Société cotée en bourse,"Résidence Mangle, 184",,Cabo Negro,Martil,Maroc,93150,https://www.linkedin.com/company/9339265,10,1
LA CLEF DE BONHEUR SARL,Immobilier,"122-124 Boulevard Oued Sebou El Oulfa
CASABLANCA
Grand Casablanca
20220
Maroc",http://www.cdb-immobilier.com,1-10 employés,2007,Société à responsabilité limitée (SRL),122-124 Boulevard Oued Sebou El Oulfa,,CASABLANCA,Grand Casablanca,Maroc,20220,https://www.linkedin.com/company/6526698,10,1
New Age Immobilier sarl,Immobilier,Maroc,http://www.newageimmobilier.net,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/617579,10,1
Immogeo.com,Immobilier,"7 Rue assilah
Casablanca
Maroc",http://immogeo.com,1-10 employés,2014,Société à responsabilité limitée (SRL),7 Rue assilah,,Casablanca,,Maroc,,https://www.linkedin.com/company/5247360,10,1
Luxury Realty Group S.A.R.L,Immobilier,"40000
Maroc",http://www.marrakechfinestestates.com,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,40000,https://www.linkedin.com/company/361575,10,1
AYAD DEVELOPPEMENT,Immobilier,"100 BD ZERKTOUNI
CASABLANCA
Maroc",http://www.ayaddeveloppement.com,11-50 employés,1985,Société à responsabilité limitée (SRL),100 BD ZERKTOUNI,,CASABLANCA,,Maroc,,https://www.linkedin.com/company/9272746,50,11
Actif Management,Immobilier,Maroc,http://www.actifinvest.ma,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/821774,50,11
Youmena Flex Offices and co-working spaces Tangier,Immobilier,"Rue 42, Zemmouri
Tangier
Tanger-Tétouan
90000
Maroc",http://youmena.com,1-10 employés,2014,Société cotée en bourse,"Rue 42, Zemmouri",,Tangier,Tanger-Tétouan,Maroc,90000,https://www.linkedin.com/company/5254112,10,1
Tourist Sakane,Immobilier,"Quartier Zaouiya, Av Khalid ibn Oualid
M'diq
Tetouan
Maroc",http://www.touristsakane.com,11-50 employés,2010,Société de personnes (associés),"Quartier Zaouiya, Av Khalid ibn Oualid",,M'diq,Tetouan,Maroc,,https://www.linkedin.com/company/2674070,50,11
REA PARTNERS,Immobilier,"106/108, Rue Mamoun Mohammed - Bd Ghandi, Maârif Extension
Casablanca
Morocco
20370
Maroc",http://www.rea-partners.com,11-50 employés,2011,Entreprise individuelle,"106/108, Rue Mamoun Mohammed - Bd Ghandi, Maârif Extension",,Casablanca,Morocco,Maroc,20370,https://www.linkedin.com/company/10128703,50,11
Alghazi investments,Immobilier,"503, immeuble 48 Adam Plaza, rue Yougoslavie
Gueliz
Marrakech
40 000
Maroc",http://www.alghazi-invest.com,51-200 employés,2011,Société à responsabilité limitée (SRL),"503, immeuble 48 Adam Plaza, rue Yougoslavie",Gueliz,Marrakech,,Maroc,40 000,https://www.linkedin.com/company/3485685,200,51
